Type,Year,Make,Model,Price,Milleage,Average Review,Transmission,Color,Interior Color,Features,Availability,Description,Car Image
Coupe,2013,Dodge,Challenger R/T,"$29,998",17K mi,4.7                ,Manual 6 Speed                    ,Silver                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2013 Dodge Challenger R/T for sale - $29,998, 16,730 miles with Navigation System, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels, Overhead Airbags",https://media-service.carmax.com/img/vehicles/21575661/1_cleaned.jpg?width=800
Coupe,2015,Ford,Mustang 50 Year Limited Edition,"$37,998",11K mi,4.516129032258065                ,Manual 6 Speed                    ,Green                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2015 Ford Mustang 50 Year Limited Edition for sale - $37,998, 10,766 miles with Leather Seats, Rear View Camera, Front Seat Heaters, Alloy Wheels, A/C Seat(s), Satellite Radio Ready",https://media-service.carmax.com/img/vehicles/21748910/1_cleaned.jpg?width=800
Coupe,2015,Volkswagen,Beetle R-Line,"$23,998",68K mi,5                ,Automatic                    ,Red                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2015 Volkswagen Beetle R-Line for sale - $23,998, 67,551 miles with Turbo Charged Engine, Leatherette Seats, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21568674/1_cleaned.jpg?width=800
Coupe,2016,Audi,A5 Premium Plus,"$43,998",10K mi,3                ,Automatic                    ,Silver                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2016 Audi A5 Premium Plus for sale - $43,998, 9,037 miles with 4WD/AWD, Turbo Charged Engine, Leather Seats, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21748321/1_cleaned.jpg?width=800
Coupe,2018,Chevrolet,Camaro LS,"$24,998",45K mi,4.666666666666667                ,Manual 6 Speed                    ,Black                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2018 Chevrolet Camaro LS for sale - $24,998, 44,179 miles with Turbo Charged Engine, Rear View Camera, Alloy Wheels, 20 Inch Plus Wheels, Satellite Radio Ready, Traction Control",https://media-service.carmax.com/img/vehicles/20676341/1_cleaned.jpg?width=800
Coupe,2017,Dodge,Challenger SXT Plus,"$29,998",34K mi,3.6                ,Automatic                    ,Orange                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2017 Dodge Challenger SXT Plus for sale - $29,998, 33,379 miles with Leather Seats, Sunroof(s), Alpine Sound System, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/20893077/1_cleaned.jpg?width=800
Coupe,2017,Chevrolet,Corvette Stingray,"$51,998",18K mi,5                ,Manual 7 Speed                    ,Black                    , Red                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Westborough, MA"," Used 2017 Chevrolet Corvette Stingray for sale - $51,998, 17,243 miles with Targa, Run Flat Tires, Leather Seats, BOSE Sound System, Rear View Camera, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21378177/1_cleaned.jpg?width=800
Coupe,2018,Honda,Civic EX-T,"$24,998",35K mi,4.533333333333333                ,Automatic                    ,Green                    , Gray                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Westborough, MA"," Used 2018 Honda Civic EX-T for sale - $24,998, 34,106 miles with Turbo Charged Engine, Sunroof(s), Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",https://media-service.carmax.com/img/vehicles/21569206/1_cleaned.jpg?width=800
Coupe,2016,BMW,M4 ,"$52,998",37K mi,5                ,Automatic                    ,Silver                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Westborough, MA"," Used 2016 BMW M4  for sale - $52,998, 36,994 miles with Turbo Charged Engine, Leather Seats, Harman Kardon Sound, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21393688/1_cleaned.jpg?width=800
Coupe,2017,Honda,Accord EX-L,"$29,998",26K mi,4.761904761904762                ,Automatic                    ,Silver                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Westborough, MA"," Used 2017 Honda Accord EX-L for sale - $29,998, 25,756 miles with Leather Seats, Sunroof(s), Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",https://media-service.carmax.com/img/vehicles/21379184/1_cleaned.jpg?width=800
Coupe,2017,Mini,Cooper ,"$23,998",31K mi,5                ,Manual 6 Speed                    ,Gray                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Westborough, MA"," Used 2017 Mini Cooper  for sale - $23,998, 30,639 miles with Turbo Charged Engine, Leatherette Seats, Harman Kardon Sound, Parking Sensors, Rear View Camera, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21576027/1_cleaned.jpg?width=800
Convertible,2019,Mazda,MX-5 Miata RF Grand Touring,"$30,998",21K mi,5                ,Automatic                    ,Blue                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Available at your store CarMax Norwood, MA"," Used 2019 Mazda MX-5 Miata RF Grand Touring for sale - $30,998, 20,283 miles with Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System",https://media-service.carmax.com/img/vehicles/21575246/1_cleaned.jpg?width=800
Convertible,2020,Mazda,MX-5 Miata Club,"$33,998",4K mi,0                ,Manual 6 Speed                    ,Red                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Available at your store CarMax Norwood, MA"," Used 2020 Mazda MX-5 Miata Club for sale - $33,998, 3,059 miles with Soft Top, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21748948/1_cleaned.jpg?width=800
Convertible,2013,Chevrolet,Camaro SS,"$29,998",24K mi,4.703703703703703                ,Automatic                    ,Red                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax North Attleboro, MA"," Used 2013 Chevrolet Camaro SS for sale - $29,998, 23,060 miles with Soft Top, Head Up Display, Leather Seats, Boston Sound System, Rear View Camera, Parking Sensors",https://media-service.carmax.com/img/vehicles/21392862/1_cleaned.jpg?width=800
Convertible,2016,Ford,Mustang GT,"$36,998",24K mi,4.75                ,Manual 6 Speed                    ,Black                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax North Attleboro, MA"," Used 2016 Ford Mustang GT for sale - $36,998, 23,070 miles with Soft Top, Leather & Suede Seats, Rear View Camera, Parking Sensors, Front Seat Heaters, Navigation System",https://media-service.carmax.com/img/vehicles/21393526/1_cleaned.jpg?width=800
Convertible,2017,Ford,Mustang Ecoboost,"$28,998",43K mi,4.533333333333333                ,Automatic                    ,Gray                    , Tan                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax North Attleboro, MA"," Used 2017 Ford Mustang Ecoboost for sale - $28,998, 42,497 miles with Soft Top, Turbo Charged Engine, Leather Seats, Rear View Camera, Front Seat Heaters, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21393409/1_cleaned.jpg?width=800
Convertible,2017,Fiat,124 Spider Classica,"$20,998",84K mi,5                ,Automatic                    ,Gray                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Danvers, MA"," Used 2017 Fiat 124 Spider Classica for sale - $20,998, 83,779 miles with Soft Top, Rear View Camera, Turbo Charged Engine, Alloy Wheels, Auxiliary Audio Input, Side Airbags",https://media-service.carmax.com/img/vehicles/20677322/1_cleaned.jpg?width=800
Convertible,2018,Chevrolet,Corvette Z06,"$78,998",5K mi,4.666666666666667                ,Automatic                    ,Gray                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Danvers, MA"," Used 2018 Chevrolet Corvette Z06 for sale - $78,998, 4,176 miles with Soft Top, Head Up Display, Run Flat Tires, Supercharged Engine, Leather Seats, BOSE Sound System",https://media-service.carmax.com/img/vehicles/21277278/1_cleaned.jpg?width=800
Convertible,2017,Chevrolet,Camaro SS,"$39,998",15K mi,4.583333333333333                ,Automatic                    ,Gray                    , Red                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Danvers, MA"," Used 2017 Chevrolet Camaro SS for sale - $39,998, 14,928 miles with Soft Top, Head Up Display, Run Flat Tires, Leather Seats, BOSE Sound System, Rear View Camera",https://media-service.carmax.com/img/vehicles/21516810/1_cleaned.jpg?width=800
Convertible,2015,Volkswagen,Beetle R-Line,"$23,998",68K mi,5                ,Automatic                    ,Red                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Danvers, MA"," Used 2015 Volkswagen Beetle R-Line for sale - $23,998, 67,551 miles with Turbo Charged Engine, Leatherette Seats, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21568674/1_cleaned.jpg?width=800
Convertible,2016,Audi,A5 Premium Plus,"$43,998",10K mi,3                ,Automatic                    ,Silver                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Danvers, MA"," Used 2016 Audi A5 Premium Plus for sale - $43,998, 9,037 miles with 4WD/AWD, Turbo Charged Engine, Leather Seats, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21748321/1_cleaned.jpg?width=800
Convertible,2013,Mercedes-Benz,SL550 ,"$47,998",35K mi,5                ,Automatic                    ,Silver                    , Red                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Danvers, MA"," Used 2013 Mercedes-Benz SL550  for sale - $47,998, 34,784 miles with Hard Top, Premium Package, Turbo Charged Engine, Leather Seats, Harman Kardon Sound, Rear View Camera",https://media-service.carmax.com/img/vehicles/21146243/1_cleaned.jpg?width=800
Convertible,2016,Mazda,MX-5 Miata Grand Touring,"$24,998",31K mi,4.916666666666667                ,Manual 6 Speed                    ,Red                    , Tan                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Danvers, MA"," Used 2016 Mazda MX-5 Miata Grand Touring for sale - $24,998, 30,030 miles with Soft Top, Leather Seats, BOSE Sound System, Front Seat Heaters, Navigation System, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21625855/1_cleaned.jpg?width=800
Convertible,2015,Porsche,Boxster ,"$55,998",21K mi,0                ,Manual 6 Speed                    ,White                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Westborough, MA"," Used 2015 Porsche Boxster  for sale - $55,998, 20,692 miles with Soft Top, Leather Seats, Rear View Camera, Front Seat Heaters, Navigation System, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21574760/1_cleaned.jpg?width=800
Convertible,2015,Mercedes-Benz,SLK350 ,"$39,998",32K mi,0                ,Automatic                    ,White                    , Red                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Westborough, MA"," Used 2015 Mercedes-Benz SLK350  for sale - $39,998, 31,860 miles with Sport Package, Leather Seats, Harman Kardon Sound, Navigation System, Front Seat Heaters, Panoramic Sunroof",https://media-service.carmax.com/img/vehicles/21569172/1_cleaned.jpg?width=800
Convertible,2017,Mini,Cooper ,"$23,998",31K mi,5                ,Manual 6 Speed                    ,Gray                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Westborough, MA"," Used 2017 Mini Cooper  for sale - $23,998, 30,639 miles with Turbo Charged Engine, Leatherette Seats, Harman Kardon Sound, Parking Sensors, Rear View Camera, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21576027/1_cleaned.jpg?width=800
Convertible,2016,BMW,435 XI,"$39,998",48K mi,5                ,Automatic                    ,White                    , Red                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Westborough, MA"," Used 2016 BMW 435 XI for sale - $39,998, 47,569 miles with Technology Package, Cold Weather Package, Head Up Display, 4WD/AWD, Turbo Charged Engine, Leather Seats",https://media-service.carmax.com/img/vehicles/21393733/1_cleaned.jpg?width=800
Convertible,2013,Chevrolet,Corvette Grand Sport,"$44,998",15K mi,4.785714285714286                ,Automatic                    ,Blue                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Warwick, RI"," Used 2013 Chevrolet Corvette Grand Sport for sale - $44,998, 14,851 miles with Targa, Head Up Display, Run Flat Tires, Leather Seats, BOSE Sound System, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21001348/1_cleaned.jpg?width=800
Convertible,2011,Ford,Mustang ,"$18,998",49K mi,4.709090909090909                ,Automatic                    ,Red                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Warwick, RI"," Used 2011 Ford Mustang  for sale - $18,998, 48,790 miles with Soft Top, Leather Seats, Alloy Wheels, Rear Spoiler, Satellite Radio Ready, Traction Control",https://media-service.carmax.com/img/vehicles/21393318/1_cleaned.jpg?width=800
Convertible,2015,Chevrolet,Camaro LT,"$23,998",38K mi,4.433333333333334                ,Automatic                    ,Yellow                    , Gray                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Warwick, RI"," Used 2015 Chevrolet Camaro LT for sale - $23,998, 37,112 miles with Soft Top, Rear View Camera, Parking Sensors, Navigation System, Alloy Wheels, Rear Spoiler",https://media-service.carmax.com/img/vehicles/21533906/1_cleaned.jpg?width=800
Convertible,2018,Mazda,MX-5 Miata Club,"$26,998",20K mi,5                ,Manual 6 Speed                    ,Gray                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Warwick, RI"," Used 2018 Mazda MX-5 Miata Club for sale - $26,998, 19,058 miles with Soft Top, Leather & Suede Seats, BOSE Sound System, Front Seat Heaters, Alloy Wheels, Rear Spoiler",https://media-service.carmax.com/img/vehicles/21395706/1_cleaned.jpg?width=800
Convertible,2019,Mazda,MX-5 Miata RF Grand Touring,"$29,998",25K mi,5                ,Manual 6 Speed                    ,Red                    , Tan                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","Free Shipping from CarMax Warwick, RI"," Used 2019 Mazda MX-5 Miata RF Grand Touring for sale - $29,998, 24,563 miles with Hard Top, Leather Seats, Rear View Camera, Front Seat Heaters, Navigation System, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21048139/1_cleaned.jpg?width=800
Convertible,2012,Audi,S5 Prestige,"$32,998",33K mi,0                ,Automatic                    ,Black                    , Red                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","$99 Shipping from CarMax Hartford, CT"," Used 2012 Audi S5 Prestige for sale - $32,998, 32,755 miles with 4WD/AWD, Supercharged Engine, Leather Seats, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21713122/1_cleaned.jpg?width=800
Convertible,2012,Infiniti,G37 ,"$22,998",79K mi,4.571428571428571                ,Automatic                    ,Red                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","$99 Shipping from CarMax Hartford, CT"," Used 2012 Infiniti G37  for sale - $22,998, 78,423 miles with Premium Package, Leather Seats, BOSE Sound System, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21713112/1_cleaned.jpg?width=800
Convertible,2012,Volvo,C70 T5,"$17,998",77K mi,5                ,Automatic                    ,Black                    , Black                    ,"Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System","$99 Shipping from CarMax Hartford, CT"," Used 2012 Volvo C70 T5 for sale - $17,998, 76,784 miles with Turbo Charged Engine, Leather Seats, Parking Sensors, Front Seat Heaters, Satellite Radio Ready, Auxiliary Audio Input",https://media-service.carmax.com/img/vehicles/21480032/1_cleaned.jpg?width=800
Luxury,2019,Land Rover,Range Rover Velar S,"$50,998",58K mi,0                ,Automatic                    ,White                    , Tan                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2019 Land Rover Range Rover Velar S for sale - $50,998, 57,216 miles with Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors",https://media-service.carmax.com/img/vehicles/21517994/1_cleaned.jpg?width=800
Luxury,2018,BMW,X5 XDrive50i,"$54,998",33K mi,4.5                ,Automatic                    ,White                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2018 BMW X5 XDrive50i for sale - $54,998, 32,558 miles with Luxury Package, Premium Package, Head Up Display, Run Flat Tires, 4WD/AWD, Turbo Charged Engine",https://media-service.carmax.com/img/vehicles/21517664/1_cleaned.jpg?width=800
Luxury,2017,Mercedes-Benz,E300 ,"$35,998",57K mi,4.5                ,Automatic                    ,Blue                    , Brown                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2017 Mercedes-Benz E300  for sale - $35,998, 56,026 miles with Run Flat Tires, 4WD/AWD, Turbo Charged Engine, Leatherette Seats, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21574802/1_cleaned.jpg?width=800
Luxury,2019,Lexus,NX 300h ,"$38,998",14K mi,5                ,Automatic                    ,Black                    , Red                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2019 Lexus NX 300h  for sale - $38,998, 13,717 miles with 4WD/AWD, Leatherette Seats, Rear View Camera, Front Seat Heaters, A/C Seat(s), Sunroof(s)",https://media-service.carmax.com/img/vehicles/20543006/1_cleaned.jpg?width=800
Luxury,2013,Lincoln,MKS ,"$26,998",17K mi,4.333333333333333                ,Automatic                    ,White                    , Tan                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2013 Lincoln MKS  for sale - $26,998, 16,260 miles with 4WD/AWD, Leather Seats, Panoramic Sunroof, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21518096/1_cleaned.jpg?width=800
Luxury,2014,Lexus,IS 350 ,"$25,998",99K mi,5                ,Automatic                    ,White                    , Gray                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2014 Lexus IS 350  for sale - $25,998, 98,405 miles with Premium Package, 4WD/AWD, Leatherette Seats, Rear View Camera, Navigation System, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21575124/1_cleaned.jpg?width=800
Luxury,2014,Lexus,IS 250 ,"$24,998",87K mi,4.538461538461538                ,Automatic                    ,White                    , Tan                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2014 Lexus IS 250  for sale - $24,998, 86,039 miles with Premium Package, 4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21427512/1_cleaned.jpg?width=800
Luxury,2016,BMW,328 XI,"$24,998",58K mi,4.666666666666667                ,Automatic                    ,White                    , Brown                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2016 BMW 328 XI for sale - $24,998, 57,293 miles with Premium Package, Run Flat Tires, 4WD/AWD, Turbo Charged Engine, Leatherette Seats, Parking Sensors",https://media-service.carmax.com/img/vehicles/21568778/1_cleaned.jpg?width=800
Luxury,2021,Mercedes-Benz,GLB250 ,"$53,998",2K mi,0                ,Automatic                    ,Gray                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2021 Mercedes-Benz GLB250  for sale - $53,998, 1,163 miles with Premium Package, 4WD/AWD, Turbo Charged Engine, Leather & Suede Seats, Rear View Camera, Panoramic Sunroof",https://media-service.carmax.com/img/vehicles/21574943/1_cleaned.jpg?width=800
Luxury,2014,Lexus,GX 460 ,"$34,998",72K mi,4                ,Automatic                    ,Gray                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2014 Lexus GX 460  for sale - $34,998, 71,189 miles with Premium Package, 4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21517821/1_cleaned.jpg?width=800
Luxury,2018,Volkswagen,Atlas SE,"$33,998",47K mi,4.375                ,Automatic                    ,Black                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2018 Volkswagen Atlas SE for sale - $33,998, 46,328 miles with 4WD/AWD, Leatherette Seats, Satellite Radio Ready, Rear View Camera, Fold-Away Third Row, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21517899/1_cleaned.jpg?width=800
Luxury,2018,Lexus,RX 350 L,"$50,998",12K mi,4.333333333333333                ,Automatic                    ,Silver                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2018 Lexus RX 350 L for sale - $50,998, 11,303 miles with Premium Package, 4WD/AWD, Leatherette Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21518053/1_cleaned.jpg?width=800
Luxury,2018,Audi,A5 Premium Plus,"$36,998",42K mi,5                ,Automatic                    ,Black                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2018 Audi A5 Premium Plus for sale - $36,998, 41,300 miles with 4WD/AWD, Turbo Charged Engine, Leather Seats, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21517436/1_cleaned.jpg?width=800
Luxury,2018,Audi,Q5 Premium Plus,"$38,998",45K mi,4.818181818181818                ,Automatic                    ,Gray                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2018 Audi Q5 Premium Plus for sale - $38,998, 44,221 miles with 4WD/AWD, Turbo Charged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21518030/1_cleaned.jpg?width=800
Luxury,2019,Lexus,IS 300 F-Sport,"$39,998",26K mi,0                ,Automatic                    ,White                    , Red                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2019 Lexus IS 300 F-Sport for sale - $39,998, 25,720 miles with Premium Package, 4WD/AWD, Leatherette Seats, Rear View Camera, Front Seat Heaters, A/C Seat(s)",https://media-service.carmax.com/img/vehicles/21575554/1_cleaned.jpg?width=800
Luxury,2019,Lexus,ES 350 Ultra Luxury,"$42,998",23K mi,4.833333333333333                ,Automatic                    ,Silver                    , Tan                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2019 Lexus ES 350 Ultra Luxury for sale - $42,998, 22,030 miles with Head Up Display, Leather Seats, Mark Levinson Sound, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21518098/1_cleaned.jpg?width=800
Luxury,2017,Mercedes-Benz,S550 ,"$51,998",69K mi,5                ,Automatic                    ,Gray                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2017 Mercedes-Benz S550  for sale - $51,998, 68,960 miles with Run Flat Tires, Head Up Display, Turbo Charged Engine, Leather Seats, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21517777/1_cleaned.jpg?width=800
Luxury,2015,Infiniti,QX70 ,"$23,998",99K mi,4.666666666666667                ,Automatic                    ,Gray                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2015 Infiniti QX70  for sale - $23,998, 98,430 miles with Premium Package, 4WD/AWD, Leather Seats, BOSE Sound System, Satellite Radio Ready, Parking Sensors",https://media-service.carmax.com/img/vehicles/21748958/1_cleaned.jpg?width=800
Luxury,2019,Lexus,GS 350 ,"$44,998",19K mi,4                ,Automatic                    ,Black                    , Tan                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2019 Lexus GS 350  for sale - $44,998, 18,512 miles with Premium Package, 4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21748593/1_cleaned.jpg?width=800
Luxury,2016,Lexus,GX 460 ,"$44,998",14K mi,4.667                ,Automatic                    ,Silver                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2016 Lexus GX 460  for sale - $44,998, 13,918 miles with 4WD/AWD, Leatherette Seats, Satellite Radio Ready, Rear View Camera, Fold-Away Third Row, Sunroof(s)",https://media-service.carmax.com/img/vehicles/21749269/1_cleaned.jpg?width=800
